ciudad,nombre,prioridad,lat,lng,lugar_busqueda,tipo,precio,notas
Liubliana,Metelkova Mesto,Solo mapeado,46.056914,14.516926,"Metelkova, Ljubljana, Slovenia",Barrio,,Ex cuartel militar yugoslavo okupado y autogestionado desde los 90. Recorrer de día; de noche siempre hay bandas en vivo
Liubliana,Museo Etnográfico Esloveno,Solo mapeado,46.054976,14.516175,"Slovenski etnografski muzej, Ljubljana, Slovenia",Museo,,
Liubliana,Catedral de San Nicolás,Solo mapeado,46.050763,14.508252,"Stolnica sv. Nikolaja, Ljubljana, Slovenia",Catedral,,Puertas de bronce
Liubliana,Iglesia Franciscana de la Anunciación,Solo mapeado,46.051899,14.506077,"Frančiškanska cerkev Marijinega oznanjenja, Ljubljana, Slovenia",Iglesia,,La iglesia rosa de Prešernov trg
Liubliana,Plaza del Congreso,Solo mapeado,46.050172,14.503852,"Kongresni trg, Ljubljana, Slovenia",Plaza,,
Liubliana,Triple Puente,Solo mapeado,46.051133,14.506210,"Tromostovje, Ljubljana, Slovenia",Puente,,De Plečnik. Entender a Plečnik es entender Liubliana
Liubliana,Biblioteca Nacional (NUK),Solo mapeado,46.047533,14.503717,"Narodna in univerzitetna knjižnica, Ljubljana, Slovenia",Sitio histórico,,Obra maestra de Plečnik
Liubliana,Cementerio Žale,Solo mapeado,46.071457,14.532351,"Žale, Ljubljana, Slovenia",Cementerio,,De Plečnik
Liubliana,Velika Planina,Solo mapeado,46.295936,14.652010,"Velika planina, Kamnik, Slovenia",Paisaje,,Day trip: meseta alpina con cabañas tradicionales. Auto hasta Kamnik + teleférico + caminata. Solo si el clima acompaña
Lagos Alpinos,Lago Bled,Solo mapeado,46.363913,14.093807,"Blejsko jezero, Bled, Slovenia",Lago,,40' en auto. Caminatas alrededor del lago
Lagos Alpinos,Mirador Mala Osojnica,Solo mapeado,46.357560,14.081014,"Mala Osojnica, Bled, Slovenia",Mirador,,Mini trekking. La postal clásica del lago
Lagos Alpinos,Teleférico de Vogel,Solo mapeado,46.257834,13.835595,"Vogel, Ukanc, Slovenia",Teleférico,,Katia: descartado — cerrado por mantenimiento del 21-sep al 30-nov 2026 (oficial). Verificar en el momento
Karst y Cuevas,Veliki naravni most,Solo mapeado,45.795392,14.288260,"Veliki naravni most, Cerknica, Slovenia",Naturaleza,,En Rakov Škocjan
Karst y Cuevas,Mali naravni most,Solo mapeado,45.791628,14.306230,"Mali naravni most, Zelše, Slovenia",Naturaleza,,En Rakov Škocjan
Valle del Soča,Gargantas de Tolmin,Solo mapeado,46.198201,13.740314,"Tolminska korita, Zadlaz - Čadrg, Slovenia",Naturaleza,,
Valle del Soča,Paso de Vršič,Solo mapeado,46.434779,13.743712,"Prelaz Vršič, Bovec, Slovenia",Ruta,,Carretera alpina. Revisar el estado antes de comprometer la ruta y tener alternativa por si hay cierre o niebla
Trieste,Piazza Unità d'Italia,Solo mapeado,45.650100,13.767703,"Piazza Unità d'Italia, Trieste, Italy",Plaza,,"La plaza principal, abierta al mar. Recorrer también el waterfront"
Trieste,Castillo de Miramare,Solo mapeado,45.702532,13.712456,"Castello di Miramare, Trieste, Italy",Castillo,,"El wow visual de Trieste, pero consume traslado. Solo si da el horario"
Trieste,Caffè degli Specchi,Solo mapeado,45.650106,13.768416,"Caffè degli Specchi, Trieste, Italy",Café,,"Café histórico, en la Piazza Unità. Trieste tiene cultura cafetera más Mitteleuropa que italiana"
Trieste,Antico Caffè San Marco,Solo mapeado,45.652819,13.780278,"Antico Caffè San Marco, Trieste, Italy",Café,,"Histórico y muy lindo, estilo Mitteleuropa"
Berna,Casco Antiguo de Berna,Solo mapeado,46.948289,7.451273,"Altstadt, Bern, Switzerland",Casco histórico,,"Sobre una península rodeada por el Aare, con el trazado medieval intacto. Patrimonio UNESCO"
Berna,Río Aare,Solo mapeado,46.945990,7.453311,"Aare, Bern, Switzerland",Naturaleza,,Vale la pena recorrer sus senderos y bajar a la ribera si el tiempo acompaña
Berna,Kramgasse,Solo mapeado,46.947972,7.450213,"Kramgasse, Bern, Switzerland",Calle,,La calle principal del casco histórico y probablemente la más linda de la ciudad
Berna,Marktgasse,Solo mapeado,46.947989,7.445398,"Marktgasse, Bern, Switzerland",Calle,,"Continuación de Kramgasse; eje comercial con tiendas, librerías y cafeterías"
Berna,Spitalgasse,Solo mapeado,46.947906,7.441651,"Spitalgasse, Bern, Switzerland",Calle,,Continuación del eje comercial de Kramgasse y Marktgasse
Berna,Einsteinhaus,Solo mapeado,46.947674,7.449971,"Einsteinhaus Bern, Bern, Switzerland",Museo,,"El departamento donde vivió Einstein, ambientado como en la época"
Berna,Zytglogge,Solo mapeado,46.947947,7.447795,"Zytglogge, Bern, Switzerland",Sitio histórico,,El símbolo de Berna. Cada hora en punto hay un espectáculo mecánico; llegar unos minutos antes. La visita al mecanismo es paga y requiere reserva
Berna,Catedral de Berna,Solo mapeado,46.947238,7.451579,"Berner Münster, Bern, Switzerland",Catedral,,"La iglesia más importante de Suiza. Entrada gratis; subir a la torre CHF 7-10, con las mejores vistas de la ciudad y el Aare"
Berna,Münsterplattform,Solo mapeado,46.946821,7.451824,"Münsterplattform, Bern, Switzerland",Mirador,,"Terraza arbolada detrás de la catedral, con vistas al Aare y las montañas. Muy frecuentada por estudiantes y vecinos"
Berna,Bundeshaus,Solo mapeado,46.946488,7.444332,"Bundeshaus, Bern, Switzerland",Sitio histórico,,"El Parlamento suizo. Visitas guiadas gratuitas, conviene reservar con anticipación"
Berna,Bundesplatz,Solo mapeado,46.947009,7.444161,"Bundesplatz, Bern, Switzerland",Plaza,,La plaza del Parlamento
Berna,Zähringerbrunnen,Solo mapeado,46.947958,7.449185,"Zähringerbrunnen, Bern, Switzerland",Monumento,,Una de las más de cien fuentes renacentistas del casco antiguo
Berna,Kindlifresserbrunnen,Solo mapeado,46.948463,7.447505,"Kindlifresserbrunnen, Bern, Switzerland",Monumento,,"La fuente del ogro comeniños, la más famosa de Berna"
Berna,Museo de Historia de Berna / Museo Einstein,Solo mapeado,46.942968,7.448870,"Bernisches Historisches Museum, Bern, Switzerland",Museo,,El Museo Einstein está adentro
Berna,Nydeggbrücke,Solo mapeado,46.948473,7.458485,"Nydeggbrücke, Bern, Switzerland",Puente,,Conecta el casco antiguo con el BärenPark. Muy buenas vistas del Aare
Berna,BärenPark,Solo mapeado,46.947682,7.459185,"BärenPark, Bern, Switzerland",Parque,,Osos en un recinto junto al río. El oso es el símbolo histórico de Berna
Berna,Rosengarten,Solo mapeado,46.951968,7.460298,"Rosengarten, Bern, Switzerland",Mirador,,"Antiguo cementerio, hoy parque de rosas con vista panorámica espectacular del casco histórico"
Kandersteg,Kandersteg,Solo mapeado,46.497587,7.675664,"Kandersteg, Switzerland",Pueblo,,1 hs 30' desde Interlaken
Kandersteg,Oeschinensee,Solo mapeado,46.498495,7.726843,"Oeschinensee, Kandersteg, Switzerland",Lago,,Teleférico + 30' caminando. Ida y vuelta CHF 36-40. Se puede subir a pie (1h30) pero el sendero no es lindo. Arriba vale mucho la pena caminar por la orilla
Kandersteg,Blausee,Solo mapeado,46.532422,7.664852,"Blausee, Kandergrund, Switzerland",Lago,,Caminata por el lago. Se hace junto con Oeschinensee en un día
York,Stonegate,Solo mapeado,53.960911,-1.083375,"Stonegate, York, UK",Calle,,Calles medievales y comercios históricos
York,Bootham Bar,Solo mapeado,53.962719,-1.085050,"Bootham Bar, York, UK",Sitio histórico,,Una de las puertas por donde subir a caminar las murallas
Edimburgo,St Giles' Cathedral,Solo mapeado,55.949479,-3.190852,"St Giles' Cathedral, City of Edinburgh, UK",Catedral,,Es gratis
Edimburgo,The Vennel,Solo mapeado,55.946520,-3.197300,"The Vennel, Edinburgh, UK",Mirador,,Callejón con escalinata y una de las mejores vistas del castillo. Buen punto para el cañón de las 13h: estar ahí 12:45
Edimburgo,Cowgate,Solo mapeado,55.948656,-3.187621,"Cowgate, City of Edinburgh, UK",Barrio,,Zona universitaria; pubs junto con Grassmarket
Edimburgo,Royal Yacht Britannia,Solo mapeado,55.982146,-3.177309,"Royal Yacht Britannia, City of Edinburgh, UK",Museo,,Katia: descartado — 'otros que creo que no nos interesan'
Edimburgo,Oink,Solo mapeado,55.952990,-3.197360,"Oink, City of Edinburgh, UK",Tienda,,"Sándwiches de cerdo baratos y ricos, en Victoria Street (Alan)"
Londres,Leicester Square,Solo mapeado,51.510595,-0.130767,"Leicester Square, City of Westminster, UK",Plaza,,Plaza llena de referencias de cines y teatros. Katia: prescindible salvo que pasemos
Londres,Millennium Bridge,Solo mapeado,51.509888,-0.098508,"Millennium Bridge, City of London, UK",Puente,,Puente peatonal. Para pasar / ver por afuera
Londres,Waterloo Bridge,Solo mapeado,51.508265,-0.116595,"Waterloo Bridge, Lambeth, London, UK",Puente,,Abajo está el South Bank Book Market
Londres,Brockwell Park,Solo mapeado,51.450530,-0.106093,"Brockwell Park, Greater London, UK",Parque,,Katia: de los parques más locales
Londres,Great Scotland Yard,Solo mapeado,51.506379,-0.126358,"Great Scotland Yard, City of Westminster, UK",Harry Potter,,La entrada al Ministerio de Magia en las películas
Londres,Prime Meridian,Solo mapeado,51.477943,-0.001475,"Prime Meridian of the World, Greater London, UK",Sitio histórico,,"En Greenwich Park, junto al observatorio"
París,Grande Galerie de l'Évolution,Solo mapeado,48.842106,2.356244,"Grande Galerie de l'Évolution, Paris, France",Museo,,~15 €. Katia: al pedo si ya fuimos al de Londres
París,Musée des Arts et Métiers,Solo mapeado,48.866098,2.355414,"Musée des Arts et Métiers, Paris, France",Museo,,"Katia: descartado (meh). Ciencia e inventos, revolución industrial; está dentro de una iglesia"
París,Musée Rodin,Solo mapeado,48.854747,2.315867,"Musée Rodin, Paris, France",Museo,,Katia: descartado (no iría). ~15 €; muy buenos jardines
París,Place des Vosges,Solo mapeado,48.856178,2.365765,"Place des Vosges, Paris, France",Plaza,,"En Le Marais. Silenciosa, residencial, muy parisina"
París,Jardin des Tuileries,Solo mapeado,48.863566,2.326955,"Jardin des Tuileries, Paris, France",Jardín,,"El de las sillas verdes y la fuente. Más gente, ambiente menos relajado"
París,Jardin des Plantes,Solo mapeado,48.844036,2.359732,"Jardin des Plantes, Paris, France",Jardín,,Jardín botánico principal. Más tranquilo y relajado
París,Parc des Buttes-Chaumont,Solo mapeado,48.879555,2.382098,"Parc des Buttes-Chaumont, Paris, France",Parque,,"Parque grande, más salvaje, con colinas y lago. Muy residencial"
París,Église Saint-Eustache,Solo mapeado,48.863400,2.345128,"Église Saint-Eustache, Paris, France",Iglesia,,"Katia: yo iría, y un domingo. Los domingos 17h hay recital de órgano. Entrada gratis"
París,Église Saint-Sulpice,Solo mapeado,48.850987,2.334870,"Église Saint-Sulpice, Paris, France",Iglesia,,Estilo más francés y menos medieval. Gratis
París,Palacio de Versalles,Solo mapeado,48.804425,2.120285,"Château de Versailles, Versailles, France",Palacio,,"Jardines + Hall of Mirrors + Domaine de Marie-Antoinette, ~35 €. Ir al primer horario (9h) y evitar los martes. Alan hizo 1 hs de fila con entrada comprada"
París,Shakespeare and Company,Solo mapeado,48.852575,2.347112,"Shakespeare and Company, Paris, France",Tienda,,Librería del Barrio Latino
París,Villa Léandre,Solo mapeado,48.888399,2.335068,"Villa Léandre, Paris, France",Calle,,"Callecita de Montmartre, fuera del circuito de la plaza principal"
París,Les Halles,Solo mapeado,48.862700,2.346214,"Les Halles, Paris, France",Barrio,,Zona comercial y central. Históricamente el gran mercado de París. El barrio no es especialmente lindo
París,Rue Montorgueil,Solo mapeado,48.863861,2.346483,"Rue Montorgueil, Paris, France",Calle,,Top de calles para brunch y boulangeries
París,Batignolles,Solo mapeado,48.886355,2.321457,"Batignolles, Paris, France",Barrio,,Barrio más residencial
París,La Défense,Solo mapeado,48.891008,2.241208,"La Défense, Courbevoie, France",Barrio,,Distrito financiero. Katia: no prioritario
París,Moulin Rouge,Solo mapeado,48.884109,2.332356,"Moulin Rouge, Paris, France",Sitio histórico,,"En Pigalle norte, la zona más turística y de barrio rojo"
París,Canal de l'Ourcq,Solo mapeado,48.889736,2.383347,"Canal de l'Ourcq, Paris, France",Paseo,,Mismo plan que el Saint-Martin pero más local. Mejor para picnic de día que para la noche
París,Avenue des Champs-Élysées,Solo mapeado,48.867027,2.316247,"Avenue des Champs-Élysées, Paris, France",Calle,,Zona de lujo y marcas. Caminarla desde el Arco del Triunfo hacia Concorde
París,Pont Alexandre III,Solo mapeado,48.863470,2.313518,"Pont Alexandre III, Paris, France",Puente,,Muy lindo para el atardecer
París,Passerelle Debilly,Solo mapeado,48.862561,2.296930,"Passerelle Debilly, Paris, France",Puente,,Muy buenas vistas de la Torre
París,Rue de l'Université,Solo mapeado,48.859716,2.296294,"Rue de l'Université, Paris, France",Calle,,La calle famosa para fotos con la Torre Eiffel
París,Passage des Panoramas,Solo mapeado,48.870997,2.341671,"Passage des Panoramas, Paris, France",Sitio histórico,,Galerías muy lindas para caminar
París,Marché des Enfants Rouges,Solo mapeado,48.862795,2.361973,"Marché des Enfants Rouges, Paris, France",Mercado,,"El mercado más antiguo. Puestos chicos de comida, sirve para almorzar"
París,Marché d'Aligre,Solo mapeado,48.848875,2.378046,"Marché d'Aligre, Paris, France",Mercado,,Menos turístico
París,Marché Couvert Saint-Quentin,Solo mapeado,48.877356,2.354505,"Marché Saint-Quentin, Paris, France",Mercado,,Menos turístico
París,Place du Trocadéro,Solo mapeado,48.862840,2.287142,"Place du Trocadéro et du 11 Novembre, Paris, France",Mirador,,Katia: ir sí o sí. Probablemente la mejor vista de la Torre; temprano a la mañana o de noche
París,Institut du Monde Arabe,Solo mapeado,48.848916,2.357147,"Institut du monde arabe, Paris, France",Mirador,,La terraza es gratis y muy linda para tomar algo
París,Galeries Lafayette Haussmann,Solo mapeado,48.873646,2.332127,"Galeries Lafayette Haussmann, Paris, France",Mirador,,Terraza panorámica con vista a la Torre. El mejor rooftop gratis de París según GPT
París,Philharmonie de Paris,Solo mapeado,48.891921,2.394139,"Philharmonie de Paris, Paris, France",Mirador,,Rooftop gratuito moderno
París,Hôtel de Ville,Solo mapeado,48.856426,2.352528,"Hôtel de Ville de Paris, Paris, France",Sitio histórico,,Muy lindo para pasar caminando de noche
París,Tour Saint-Jacques,Solo mapeado,48.858003,2.348922,"Tour Saint-Jacques, Paris, France",Monumento,,Junto al Hôtel de Ville
París,Galerie Vivienne,Solo mapeado,48.866728,2.339757,"Galerie Vivienne, Paris, France",Sitio histórico,,"Muy linda, cerca del Palais Royal"
París,BnF Richelieu,Solo mapeado,48.867282,2.338164,"Bibliothèque nationale de France - Richelieu, Paris, France",Sitio histórico,,La sede más linda y antigua. Gratis
París,Bibliothèque Mazarine,Solo mapeado,48.857271,2.337359,"Bibliothèque Mazarine, Paris, France",Sitio histórico,,Mucho más pequeña y antigua. Gratis
París,Palais Garnier,Solo mapeado,48.871433,2.331965,"Palais Garnier, Paris, France",Teatro,,La ópera. Entrada libre ~15 €; hay obras desde 15 € aunque las buenas son caras
París,Place de la Concorde,Solo mapeado,48.865572,2.321225,"Place de la Concorde, Paris, France",Plaza,,"Plaza monumental, muy importante en la Revolución Francesa. Más para paseo que para chill"
París,Place Vendôme,Solo mapeado,48.867463,2.329428,"Place Vendôme, Paris, France",Plaza,,"Plaza de lujo, la del Ritz. Katia: no prioritario"
París,Grand Palais,Solo mapeado,48.866161,2.312223,"Grand Palais, Paris, France",Museo,,Espacio de exposiciones y ferias; el precio depende de la muestra. Katia: pasar por afuera
París,Les Invalides,Solo mapeado,48.855954,2.313343,"Hôtel des Invalides, Paris, France",Sitio histórico,,Tumba de Napoleón. ~17 €; la iglesia y los jardines son gratis
Ámsterdam,Oosterpark,Solo mapeado,52.360206,4.920543,"Oosterpark, Amsterdam, Netherlands",Parque,,"Del otro lado de la ciudad, mucho menos turístico. No es prioritario, pero si paseamos pasamos"
Ámsterdam,De Negen Straatjes,Solo mapeado,52.368851,4.884994,"De Negen Straatjes, Amsterdam, Netherlands",Barrio,,"Micro barrio entre canales: boutiques, cafés, librerías, diseño y vintage"
Ámsterdam,Singel,Solo mapeado,52.367047,4.893523,"Singel, Amsterdam, Netherlands",Paseo,,El canal más antiguo. Conectado con el centro histórico y el Bloemenmarkt
Ámsterdam,Herengracht,Solo mapeado,52.365564,4.890390,"Herengracht, Amsterdam, Netherlands",Paseo,,El canal más elegante y señorial. Casas impresionantes
Ámsterdam,Keizersgracht,Solo mapeado,52.365885,4.886579,"Keizersgracht, Amsterdam, Netherlands",Paseo,,Muy lindo para caminar un tramo largo. Menos caótico
Ámsterdam,Prinsengracht,Solo mapeado,52.362403,4.900552,"Prinsengracht, Amsterdam, Netherlands",Paseo,,El canal más famoso y vivo. Cruza muchísimos puntos importantes
Ámsterdam,Damrak,Solo mapeado,52.376110,4.898054,"Damrak, Amsterdam, Netherlands",Calle,,Conecta la estación central con Dam Square. Ahí están las típicas casas inclinadas
Ámsterdam,Beurspassage,Solo mapeado,52.374750,4.894481,"Beurspassage, Amsterdam, Netherlands",Sitio histórico,,"Pasaje con techo y paredes de estética marítima. Curiosidad visual corta, se pasa rápido"
Ámsterdam,Waterlooplein Market,Solo mapeado,52.368622,4.901193,"Waterloopleinmarkt, Amsterdam, Netherlands",Mercado,,El mercado de pulgas y vintage más clásico del centro. Opcional si ya vamos al IJ-Hallen
Ámsterdam,Foodhallen,Solo mapeado,52.366948,4.868200,"Foodhallen, Amsterdam, Netherlands",Mercado,,Food hall moderno indoor. Más urbano moderno que experiencia neerlandesa
Ámsterdam,Zevenlandenhuizen,Solo mapeado,52.361637,4.877296,"Zevenlandenhuizen, Amsterdam, Netherlands",Sitio histórico,,"Siete casas con estilos de distintos países europeos. Curiosidad arquitectónica, zona Museumplein/Vondelpark"
Ámsterdam,Dam Square,Solo mapeado,52.373116,4.892351,"Dam, Amsterdam, Netherlands",Plaza,,Centro simbólico de Ámsterdam. Más útil como punto de paso; lo interesante es meterse por las callejuelas
Ámsterdam,Oude Kerk,Solo mapeado,52.374362,4.898073,"Oude Kerk, Amsterdam, Netherlands",Iglesia,,El edificio más antiguo de Ámsterdam. Se llega caminando desde Dam Square y se puede visitar
Ámsterdam,Nieuwe Kerk,Solo mapeado,52.373923,4.891692,"Nieuwe Kerk, Amsterdam, Netherlands",Iglesia,,En Dam Square
Ámsterdam,Palacio Real de Ámsterdam,Solo mapeado,52.373145,4.891336,"Koninklijk Paleis Amsterdam, Amsterdam, Netherlands",Palacio,,En Dam Square
Ámsterdam,Leidseplein,Solo mapeado,52.363958,4.882758,"Leidseplein, Amsterdam, Netherlands",Plaza,,"La zona más de boliches, fiestas y jóvenes"
Ámsterdam,Museumplein,Solo mapeado,52.358712,4.883441,"Museumplein, Amsterdam, Netherlands",Plaza,,La explanada de los museos
Ámsterdam,Centrum (Old Centre),Solo mapeado,52.336726,4.940597,"Amsterdam-Centrum, Amsterdam, Netherlands",Barrio,,
Ámsterdam,Amsterdam-Noord,Solo mapeado,52.409756,4.931946,"Amsterdam-Noord, Amsterdam, Netherlands",Barrio,,Del otro lado del IJ; se cruza en ferry
Ámsterdam,Plantage,Solo mapeado,52.365705,4.913661,"Plantage, Amsterdam, Netherlands",Barrio,,Más residencial
Ámsterdam,Houseboat Museum,Solo mapeado,52.370153,4.882602,"Houseboat Museum, Amsterdam, Netherlands",Museo,,Katia: descartado
Grindelwald,Dorfstrasse,Solo mapeado,46.624689,8.044968,"Dorfstrasse, Grindelwald, Switzerland",Calle,,La calle principal del pueblo
Grindelwald,Río Schwarze Lütschine,Solo mapeado,46.632128,7.998837,"Schwarze Lütschine, Grindelwald, Switzerland",Naturaleza,,Caminar alrededor
Grindelwald,Alpiglen,Solo mapeado,46.600070,8.001952,"Alpiglen, Grindelwald, Switzerland",Trekking,,Fin del Eiger Trail; se vuelve en tren
Grindelwald,Wilderswil,Solo mapeado,46.663395,7.862995,"Wilderswil, Switzerland",Pueblo,,Desde acá sale el tren cremallera a Schynige Platte
Lauterbrunnen,Río Weisse Lütschine,Solo mapeado,46.571682,7.909181,"Weisse Lütschine, Lauterbrunnen, Switzerland",Naturaleza,,Atraviesa todo el valle. Muy lindo para caminar
Lauterbrunnen,Grütschalp,Solo mapeado,46.596562,7.890707,"Grütschalp, Isenfluh, Switzerland",Teleférico,,"Sendero Grütschalp → Mürren: muy fácil, todo plano, 1 hs"
Lauterbrunnen,Obersteinberg,Solo mapeado,46.518541,7.885418,"Obersteinberg, Lauterbrunnen, Switzerland",Trekking,,"Trekking desde Gimmelwald. El más alpino y menos turístico. Media, 3-4 hs, ~500 m de desnivel"
Lucerna,Wasserturm,Solo mapeado,47.051278,8.307295,"Wasserturm, Luzern, Switzerland",Sitio histórico,,La torre junto al Kapellbrücke
Lucerna,Weinmarkt,Solo mapeado,47.052009,8.304816,"Weinmarkt, Luzern, Switzerland",Plaza,,Calle recomendada del casco histórico
Lucerna,Hirschenplatz,Solo mapeado,47.052360,8.305218,"Hirschenplatz, Luzern, Switzerland",Plaza,,Calle recomendada del casco histórico
Lucerna,Kornmarkt,Solo mapeado,47.052115,8.305876,"Kornmarkt, Luzern, Switzerland",Plaza,,Calle recomendada del casco histórico
Lucerna,Rathausquai,Solo mapeado,47.051941,8.306929,"Rathausquai, Luzern, Switzerland",Paseo,,Calle recomendada del casco histórico
Lucerna,Ayuntamiento de Lucerna,Solo mapeado,47.051882,8.306129,"Rathaus Luzern, Luzern, Switzerland",Sitio histórico,,Solo verlo por fuera. Uno de los edificios renacentistas más importantes de Suiza
Lucerna,Río Reuss,Solo mapeado,47.051703,8.302480,"Reuss, Luzern, Switzerland",Naturaleza,,"Desde el puente, caminar bordeando el río. Muchos cafés y vida local"
Innsbruck,Antiguo Ayuntamiento,Solo mapeado,47.268262,11.393555,"Altes Rathaus Innsbruck, Innsbruck, Austria",Sitio histórico,,
Innsbruck,Altes Landhaus,Solo mapeado,47.264619,11.395017,"Altes Landhaus, Innsbruck, Austria",Sitio histórico,,
Innsbruck,Spitalskirche,Solo mapeado,47.266619,11.393420,"Spitalskirche Innsbruck, Innsbruck, Austria",Iglesia,,
Innsbruck,Columna de Santa Ana,Solo mapeado,47.265673,11.394198,"Annasäule, Innsbruck, Austria",Monumento,,Sobre la Maria-Theresien-Straße
Innsbruck,Katzunghaus,Solo mapeado,47.268120,11.392895,"Katzunghaus, Innsbruck, Austria",Sitio histórico,,Fachada del casco antiguo
Innsbruck,Helblinghaus,Solo mapeado,47.268414,11.392921,"Helblinghaus, Innsbruck, Austria",Sitio histórico,,Fachada rococó frente al Tejadillo de Oro
Innsbruck,Herzog-Friedrich-Straße,Solo mapeado,47.267507,11.393505,"Herzog-Friedrich-Straße, Innsbruck, Austria",Calle,,Lleva hasta el Tejadillo de Oro
Innsbruck,Hall in Tirol,Solo mapeado,47.281665,11.507534,"Hall in Tirol, Austria",Pueblo,,Pueblo cercano
Viena,Volksgarten,Solo mapeado,48.208035,16.361787,"Volksgarten, Wien, Austria",Jardín,,Jardín clásico lleno de rosas en primavera y verano
Viena,Peterskirche,Solo mapeado,48.209437,16.370011,"Peterskirche, Wien, Austria",Iglesia,,"Pequeña, con uno de los interiores barrocos más bellos. Suele haber conciertos gratuitos de órgano"
Viena,Votivkirche,Solo mapeado,48.215415,16.359140,"Votivkirche, Wien, Austria",Iglesia,,"Neogótica, cerca de la Universidad. Muy linda desde afuera"
Viena,Cripta Imperial,Solo mapeado,48.205773,16.370165,"Kaisergruft, Wien, Austria",Sitio histórico,,Katia: descartado. Entierro de los Habsburgo; recomendable si interesa el Imperio Austrohúngaro
